batch,cell,accuracy,job,result_dir,manifest,spec,cards,verdicts,receipts
wma-gsm8k-gemma4b-high-r01-wma-x8-v1,w01r03,0.7338893100833965,90558,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r03_formal_r1/gsm8k_google_gemma-3-4b-pt_90558,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r01-wma-x8.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,7,3,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r01-wma-x8-v1/formal-2026-09-02T135535.899465+0000.json
wma-gsm8k-gemma4b-high-r01-wma-x8-v1,w01r04,0.7460197119029568,90559,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r04_formal_r1/gsm8k_google_gemma-3-4b-pt_90559,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r01-wma-x8.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,6,3,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r01-wma-x8-v1/formal-2026-09-02T135535.899465+0000.json
wma-gsm8k-gemma4b-high-r01-wma-x8-v1,w01r05,0.7975739196360879,90560,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r05_formal_r1/gsm8k_google_gemma-3-4b-pt_90560,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r01-wma-x8.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,6,4,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r01-wma-x8-v1/formal-2026-09-02T135535.899465+0000.json
wma-gsm8k-gemma4b-high-r01-wma-x8-v1,w01r06,0.7285822592873389,90561,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r06_formal_r1/gsm8k_google_gemma-3-4b-pt_90561,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r01-wma-x8.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,9,0,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r01-wma-x8-v1/formal-2026-09-02T135535.899465+0000.json
wma-gsm8k-gemma4b-high-r01-wma-x8-v1,w01r07,0.7164518574677786,90562,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r07_formal_r1/gsm8k_google_gemma-3-4b-pt_90562,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r01-wma-x8.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,10,4,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r01-wma-x8-v1/formal-2026-09-02T135535.899465+0000.json
wma-gsm8k-gemma4b-high-r01-wma-x8-v1,w01r08,0.7922668688400303,90563,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r08_formal_r1/gsm8k_google_gemma-3-4b-pt_90563,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r01-wma-x8.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,6,2,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r01-wma-x8-v1/formal-2026-09-02T135535.899465+0000.json
wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2,w06r01,0.6921910538286581,91002,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r01_formal_r6/gsm8k_google_gemma-3-4b-pt_91002,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,7,7,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2/formal-2026-09-03T015003.938355+0000.json
wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2,w06r02,0.7020470053070508,91003,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r02_formal_r6/gsm8k_google_gemma-3-4b-pt_91003,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,10,10,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2/formal-2026-09-03T015003.938355+0000.json
wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2,w06r03,0.7172100075815011,91004,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r03_formal_r6/gsm8k_google_gemma-3-4b-pt_91004,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,6,6,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2/formal-2026-09-03T015003.938355+0000.json
wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2,w06r04,0.6520090978013646,91005,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r04_formal_r6/gsm8k_google_gemma-3-4b-pt_91005,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,6,6,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2/formal-2026-09-03T015003.938355+0000.json
wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2,w07r01,0.7278241091736164,91007,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r01_formal_r7/gsm8k_google_gemma-3-4b-pt_91007,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,6,6,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2/formal-2026-09-03T015026.679241+0000.json
wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2,w07r02,0.7293404094010614,91008,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r02_formal_r7/gsm8k_google_gemma-3-4b-pt_91008,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,5,5,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2/formal-2026-09-03T015026.679241+0000.json
wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2,w07r03,0.714177407126611,91009,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r03_formal_r7/gsm8k_google_gemma-3-4b-pt_91009,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,5,5,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2/formal-2026-09-03T015026.679241+0000.json
wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2,w07r04,0.6997725549658832,91010,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r04_formal_r7/gsm8k_google_gemma-3-4b-pt_91010,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,7,7,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2/formal-2026-09-03T015026.679241+0000.json
wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2,w08r01,0.7323730098559514,91014,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r01_formal_r8/gsm8k_google_gemma-3-4b-pt_91014,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,7,7,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2/formal-2026-09-03T015049.215513+0000.json
wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2,w08r02,0.6982562547384382,91021,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r02_formal_r8/gsm8k_google_gemma-3-4b-pt_91021,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,8,8,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2/formal-2026-09-03T015049.215513+0000.json
wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2,w08r03,0.6474601971190296,91022,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r03_formal_r8/gsm8k_google_gemma-3-4b-pt_91022,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,7,7,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2/formal-2026-09-03T015049.215513+0000.json
wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2,w08r04,0.7937831690674754,91023,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r04_formal_r8/gsm8k_google_gemma-3-4b-pt_91023,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,10,10,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2/formal-2026-09-03T015049.215513+0000.json
wma-gsm8k-gemma4b-high-r02-ctl-x4-v2,c10r01,0.8150113722517058,90998,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ctl-x4-v2_c10r01_formal_r10/gsm8k_google_gemma-3-4b-pt_90998,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-ctl-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,7,0,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-ctl-x4-v2/formal-2026-09-03T014940.966939+0000.json
wma-gsm8k-gemma4b-high-r02-ctl-x4-v2,c10r02,0.7672479150871873,90999,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ctl-x4-v2_c10r02_formal_r10/gsm8k_google_gemma-3-4b-pt_90999,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-ctl-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,8,0,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-ctl-x4-v2/formal-2026-09-03T014940.966939+0000.json
wma-gsm8k-gemma4b-high-r02-ctl-x4-v2,c10r03,0.7020470053070508,91000,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ctl-x4-v2_c10r03_formal_r10/gsm8k_google_gemma-3-4b-pt_91000,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-ctl-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,7,0,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-ctl-x4-v2/formal-2026-09-03T014940.966939+0000.json
wma-gsm8k-gemma4b-high-r02-ctl-x4-v2,c10r04,0.6876421531463229,91001,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ctl-x4-v2_c10r04_formal_r10/gsm8k_google_gemma-3-4b-pt_91001,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-ctl-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,7,0,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-ctl-x4-v2/formal-2026-09-03T014940.966939+0000.json
wma-gsm8k-gemma4b-high-r02-d-checkpoint-precondition-x4-v2,w09r01,0.7657316148597423,91024,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-d-checkpoint-precondition-x4-v2_w09r01_formal_r9/gsm8k_google_gemma-3-4b-pt_91024,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-d-checkpoint-precondition-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,6,6,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-d-checkpoint-precondition-x4-v2/formal-2026-09-03T015112.001284+0000.json
wma-gsm8k-gemma4b-high-r02-d-checkpoint-precondition-x4-v2,w09r02,0.7445034116755117,91025,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-d-checkpoint-precondition-x4-v2_w09r02_formal_r9/gsm8k_google_gemma-3-4b-pt_91025,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-d-checkpoint-precondition-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,6,6,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-d-checkpoint-precondition-x4-v2/formal-2026-09-03T015112.001284+0000.json
wma-gsm8k-gemma4b-high-r02-d-checkpoint-precondition-x4-v2,w09r03,0.6884003032600455,91026,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-d-checkpoint-precondition-x4-v2_w09r03_formal_r9/gsm8k_google_gemma-3-4b-pt_91026,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-d-checkpoint-precondition-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,8,8,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-d-checkpoint-precondition-x4-v2/formal-2026-09-03T015112.001284+0000.json
wma-gsm8k-gemma4b-high-r02-v02-baseline-x4-v2,w10r01,0.6944655041698257,90982,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-v02-baseline-x4-v2_w10r01_formal_r10/gsm8k_google_gemma-3-4b-pt_90982,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-v02-baseline-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,8,8,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-v02-baseline-x4-v2/formal-2026-09-03T014918.962581+0000.json
wma-gsm8k-gemma4b-high-r02-v02-baseline-x4-v2,w10r02,0.7172100075815011,90983,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-v02-baseline-x4-v2_w10r02_formal_r10/gsm8k_google_gemma-3-4b-pt_90983,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-v02-baseline-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,7,7,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-v02-baseline-x4-v2/formal-2026-09-03T014918.962581+0000.json
wma-gsm8k-gemma4b-high-r02-v02-baseline-x4-v2,w10r03,0.7194844579226687,90984,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-v02-baseline-x4-v2_w10r03_formal_r10/gsm8k_google_gemma-3-4b-pt_90984,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-v02-baseline-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,9,9,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-v02-baseline-x4-v2/formal-2026-09-03T014918.962581+0000.json
wma-gsm8k-gemma4b-high-r02-v02-baseline-x4-v2,w10r04,0.7225170583775588,90985,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-v02-baseline-x4-v2_w10r04_formal_r10/gsm8k_google_gemma-3-4b-pt_90985,/home/robtang_google_com/gangda_workspace/agentic-world-model/experiments/posttrainbench/wma-gsm8k-gemma4b-high-r02-v02-baseline-x4-v2.yaml,doc/spec/2026-09-02-wma-round01-online-gsm8k-gemma4b.md,6,6,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/batches/wma-gsm8k-gemma4b-high-r02-v02-baseline-x4-v2/formal-2026-09-03T014918.962581+0000.json
