cell,cohort,variant,axis,n,threshold,k,observation,max_fits
c01r06,R1 core,Control,completed_sft,1319,0.8,,no_evaluation_at_this_n,2
c01r07,R1 core,Control,completed_supervised,150,0.7,2,hit,3
c01r07,R1 core,Control,completed_supervised,150,0.75,,not_observed,3
c01r07,R1 core,Control,completed_supervised,150,0.8,,not_observed,3
c01r07,R1 core,Control,completed_supervised,500,0.7,3,hit,3
c01r07,R1 core,Control,completed_supervised,500,0.75,,not_observed,3
c01r07,R1 core,Control,completed_supervised,500,0.8,,not_observed,3
c01r07,R1 core,Control,completed_supervised,1319,0.7,,no_evaluation_at_this_n,3
c01r07,R1 core,Control,completed_supervised,1319,0.75,,no_evaluation_at_this_n,3
c01r07,R1 core,Control,completed_supervised,1319,0.8,,no_evaluation_at_this_n,3
c01r07,R1 core,Control,completed_sft,150,0.7,2,hit,2
c01r07,R1 core,Control,completed_sft,150,0.75,,not_observed,2
c01r07,R1 core,Control,completed_sft,150,0.8,,not_observed,2
c01r07,R1 core,Control,completed_sft,500,0.7,2,hit,2
c01r07,R1 core,Control,completed_sft,500,0.75,,not_observed,2
c01r07,R1 core,Control,completed_sft,500,0.8,,not_observed,2
c01r07,R1 core,Control,completed_sft,1319,0.7,,no_evaluation_at_this_n,2
c01r07,R1 core,Control,completed_sft,1319,0.75,,no_evaluation_at_this_n,2
c01r07,R1 core,Control,completed_sft,1319,0.8,,no_evaluation_at_this_n,2
c01r08,R1 core,Control,completed_supervised,150,0.7,2,hit,3
c01r08,R1 core,Control,completed_supervised,150,0.75,2,hit,3
c01r08,R1 core,Control,completed_supervised,150,0.8,,not_observed,3
c01r08,R1 core,Control,completed_supervised,500,0.7,3,hit,3
c01r08,R1 core,Control,completed_supervised,500,0.75,3,hit,3
c01r08,R1 core,Control,completed_supervised,500,0.8,,not_observed,3
c01r08,R1 core,Control,completed_supervised,1319,0.7,3,hit,3
c01r08,R1 core,Control,completed_supervised,1319,0.75,3,hit,3
c01r08,R1 core,Control,completed_supervised,1319,0.8,,not_observed,3
c01r08,R1 core,Control,completed_sft,150,0.7,2,hit,2
c01r08,R1 core,Control,completed_sft,150,0.75,2,hit,2
c01r08,R1 core,Control,completed_sft,150,0.8,,not_observed,2
c01r08,R1 core,Control,completed_sft,500,0.7,2,hit,2
c01r08,R1 core,Control,completed_sft,500,0.75,2,hit,2
c01r08,R1 core,Control,completed_sft,500,0.8,,not_observed,2
c01r08,R1 core,Control,completed_sft,1319,0.7,2,hit,2
c01r08,R1 core,Control,completed_sft,1319,0.75,2,hit,2
c01r08,R1 core,Control,completed_sft,1319,0.8,,not_observed,2
w02r01,R1 B-v2,v0.2,completed_supervised,150,0.7,1,hit,3
w02r01,R1 B-v2,v0.2,completed_supervised,150,0.75,2,hit,3
w02r01,R1 B-v2,v0.2,completed_supervised,150,0.8,,not_observed,3
w02r01,R1 B-v2,v0.2,completed_supervised,500,0.7,3,hit,3
w02r01,R1 B-v2,v0.2,completed_supervised,500,0.75,,not_observed,3
w02r01,R1 B-v2,v0.2,completed_supervised,500,0.8,,not_observed,3
w02r01,R1 B-v2,v0.2,completed_supervised,1319,0.7,3,hit,3
w02r01,R1 B-v2,v0.2,completed_supervised,1319,0.75,,not_observed,3
w02r01,R1 B-v2,v0.2,completed_supervised,1319,0.8,,not_observed,3
w02r01,R1 B-v2,v0.2,completed_sft,150,0.7,1,hit,1
w02r01,R1 B-v2,v0.2,completed_sft,150,0.75,1,hit,1
w02r01,R1 B-v2,v0.2,completed_sft,150,0.8,,not_observed,1
w02r01,R1 B-v2,v0.2,completed_sft,500,0.7,1,hit,1
w02r01,R1 B-v2,v0.2,completed_sft,500,0.75,,not_observed,1
w02r01,R1 B-v2,v0.2,completed_sft,500,0.8,,not_observed,1
w02r01,R1 B-v2,v0.2,completed_sft,1319,0.7,1,hit,1
w02r01,R1 B-v2,v0.2,completed_sft,1319,0.75,,not_observed,1
w02r01,R1 B-v2,v0.2,completed_sft,1319,0.8,,not_observed,1
w02r02,R1 B-v2,v0.2,completed_supervised,150,0.7,,no_evaluation_at_this_n,2
w02r02,R1 B-v2,v0.2,completed_supervised,150,0.75,,no_evaluation_at_this_n,2
w02r02,R1 B-v2,v0.2,completed_supervised,150,0.8,,no_evaluation_at_this_n,2
w02r02,R1 B-v2,v0.2,completed_supervised,500,0.7,2,hit,2
w02r02,R1 B-v2,v0.2,completed_supervised,500,0.75,,not_observed,2
w02r02,R1 B-v2,v0.2,completed_supervised,500,0.8,,not_observed,2
w02r02,R1 B-v2,v0.2,completed_supervised,1319,0.7,,no_evaluation_at_this_n,2
w02r02,R1 B-v2,v0.2,completed_supervised,1319,0.75,,no_evaluation_at_this_n,2
w02r02,R1 B-v2,v0.2,completed_supervised,1319,0.8,,no_evaluation_at_this_n,2
w02r02,R1 B-v2,v0.2,completed_sft,150,0.7,,no_evaluation_at_this_n,1
w02r02,R1 B-v2,v0.2,completed_sft,150,0.75,,no_evaluation_at_this_n,1
w02r02,R1 B-v2,v0.2,completed_sft,150,0.8,,no_evaluation_at_this_n,1
w02r02,R1 B-v2,v0.2,completed_sft,500,0.7,1,hit,1
w02r02,R1 B-v2,v0.2,completed_sft,500,0.75,,not_observed,1
w02r02,R1 B-v2,v0.2,completed_sft,500,0.8,,not_observed,1
w02r02,R1 B-v2,v0.2,completed_sft,1319,0.7,,no_evaluation_at_this_n,1
w02r02,R1 B-v2,v0.2,completed_sft,1319,0.75,,no_evaluation_at_this_n,1
w02r02,R1 B-v2,v0.2,completed_sft,1319,0.8,,no_evaluation_at_this_n,1
w02r03,R1 B-v2,v0.2,completed_supervised,150,0.7,2,hit,3
w02r03,R1 B-v2,v0.2,completed_supervised,150,0.75,,not_observed,3
w02r03,R1 B-v2,v0.2,completed_supervised,150,0.8,,not_observed,3
w02r03,R1 B-v2,v0.2,completed_supervised,500,0.7,3,hit,3
w02r03,R1 B-v2,v0.2,completed_supervised,500,0.75,,not_observed,3
w02r03,R1 B-v2,v0.2,completed_supervised,500,0.8,,not_observed,3
w02r03,R1 B-v2,v0.2,completed_supervised,1319,0.7,,no_evaluation_at_this_n,3
w02r03,R1 B-v2,v0.2,completed_supervised,1319,0.75,,no_evaluation_at_this_n,3
w02r03,R1 B-v2,v0.2,completed_supervised,1319,0.8,,no_evaluation_at_this_n,3
w02r03,R1 B-v2,v0.2,completed_sft,150,0.7,1,hit,1
w02r03,R1 B-v2,v0.2,completed_sft,150,0.75,,not_observed,1
w02r03,R1 B-v2,v0.2,completed_sft,150,0.8,,not_observed,1
w02r03,R1 B-v2,v0.2,completed_sft,500,0.7,1,hit,1
w02r03,R1 B-v2,v0.2,completed_sft,500,0.75,,not_observed,1
w02r03,R1 B-v2,v0.2,completed_sft,500,0.8,,not_observed,1
w02r03,R1 B-v2,v0.2,completed_sft,1319,0.7,,no_evaluation_at_this_n,1
w02r03,R1 B-v2,v0.2,completed_sft,1319,0.75,,no_evaluation_at_this_n,1
w02r03,R1 B-v2,v0.2,completed_sft,1319,0.8,,no_evaluation_at_this_n,1
w02r04,R1 B-v2,v0.2,completed_supervised,150,0.7,,not_observed,3
w02r04,R1 B-v2,v0.2,completed_supervised,150,0.75,,not_observed,3
w02r04,R1 B-v2,v0.2,completed_supervised,150,0.8,,not_observed,3
w02r04,R1 B-v2,v0.2,completed_supervised,500,0.7,,not_observed,3
w02r04,R1 B-v2,v0.2,completed_supervised,500,0.75,,not_observed,3
w02r04,R1 B-v2,v0.2,completed_supervised,500,0.8,,not_observed,3
w02r04,R1 B-v2,v0.2,completed_supervised,1319,0.7,,no_evaluation_at_this_n,3
w02r04,R1 B-v2,v0.2,completed_supervised,1319,0.75,,no_evaluation_at_this_n,3
w02r04,R1 B-v2,v0.2,completed_supervised,1319,0.8,,no_evaluation_at_this_n,3
w02r04,R1 B-v2,v0.2,completed_sft,150,0.7,,not_observed,2
w02r04,R1 B-v2,v0.2,completed_sft,150,0.75,,not_observed,2
w02r04,R1 B-v2,v0.2,completed_sft,150,0.8,,not_observed,2
w02r04,R1 B-v2,v0.2,completed_sft,500,0.7,,not_observed,2
w02r04,R1 B-v2,v0.2,completed_sft,500,0.75,,not_observed,2
w02r04,R1 B-v2,v0.2,completed_sft,500,0.8,,not_observed,2
w02r04,R1 B-v2,v0.2,completed_sft,1319,0.7,,no_evaluation_at_this_n,2
w02r04,R1 B-v2,v0.2,completed_sft,1319,0.75,,no_evaluation_at_this_n,2
w02r04,R1 B-v2,v0.2,completed_sft,1319,0.8,,no_evaluation_at_this_n,2
w02r05,R1 B-v2,v0.2,completed_supervised,150,0.7,3,hit,3
w02r05,R1 B-v2,v0.2,completed_supervised,150,0.75,,not_observed,3
w02r05,R1 B-v2,v0.2,completed_supervised,150,0.8,,not_observed,3
w02r05,R1 B-v2,v0.2,completed_supervised,500,0.7,,no_evaluation_at_this_n,3
w02r05,R1 B-v2,v0.2,completed_supervised,500,0.75,,no_evaluation_at_this_n,3
w02r05,R1 B-v2,v0.2,completed_supervised,500,0.8,,no_evaluation_at_this_n,3
w02r05,R1 B-v2,v0.2,completed_supervised,1319,0.7,3,hit,3
w02r05,R1 B-v2,v0.2,completed_supervised,1319,0.75,,not_observed,3
w02r05,R1 B-v2,v0.2,completed_supervised,1319,0.8,,not_observed,3
w02r05,R1 B-v2,v0.2,completed_sft,150,0.7,1,hit,1
w02r05,R1 B-v2,v0.2,completed_sft,150,0.75,,not_observed,1
w02r05,R1 B-v2,v0.2,completed_sft,150,0.8,,not_observed,1
w02r05,R1 B-v2,v0.2,completed_sft,500,0.7,,no_evaluation_at_this_n,1
w02r05,R1 B-v2,v0.2,completed_sft,500,0.75,,no_evaluation_at_this_n,1
w02r05,R1 B-v2,v0.2,completed_sft,500,0.8,,no_evaluation_at_this_n,1
w02r05,R1 B-v2,v0.2,completed_sft,1319,0.7,1,hit,1
w02r05,R1 B-v2,v0.2,completed_sft,1319,0.75,,not_observed,1
w02r05,R1 B-v2,v0.2,completed_sft,1319,0.8,,not_observed,1
w04r01,R1 B-v3,v0.2,completed_supervised,150,0.7,,not_observed,3
w04r01,R1 B-v3,v0.2,completed_supervised,150,0.75,,not_observed,3
w04r01,R1 B-v3,v0.2,completed_supervised,150,0.8,,not_observed,3
w04r01,R1 B-v3,v0.2,completed_supervised,500,0.7,,no_evaluation_at_this_n,3
w04r01,R1 B-v3,v0.2,completed_supervised,500,0.75,,no_evaluation_at_this_n,3
w04r01,R1 B-v3,v0.2,completed_supervised,500,0.8,,no_evaluation_at_this_n,3
w04r01,R1 B-v3,v0.2,completed_supervised,1319,0.7,,not_observed,3
w04r01,R1 B-v3,v0.2,completed_supervised,1319,0.75,,not_observed,3
w04r01,R1 B-v3,v0.2,completed_supervised,1319,0.8,,not_observed,3
w04r01,R1 B-v3,v0.2,completed_sft,150,0.7,,not_observed,2
w04r01,R1 B-v3,v0.2,completed_sft,150,0.75,,not_observed,2
w04r01,R1 B-v3,v0.2,completed_sft,150,0.8,,not_observed,2
w04r01,R1 B-v3,v0.2,completed_sft,500,0.7,,no_evaluation_at_this_n,2
w04r01,R1 B-v3,v0.2,completed_sft,500,0.75,,no_evaluation_at_this_n,2
w04r01,R1 B-v3,v0.2,completed_sft,500,0.8,,no_evaluation_at_this_n,2
w04r01,R1 B-v3,v0.2,completed_sft,1319,0.7,,not_observed,2
w04r01,R1 B-v3,v0.2,completed_sft,1319,0.75,,not_observed,2
w04r01,R1 B-v3,v0.2,completed_sft,1319,0.8,,not_observed,2
w04r02,R1 B-v3,v0.2,completed_supervised,150,0.7,1,hit,4
w04r02,R1 B-v3,v0.2,completed_supervised,150,0.75,3,hit,4
w04r02,R1 B-v3,v0.2,completed_supervised,150,0.8,,not_observed,4
w04r02,R1 B-v3,v0.2,completed_supervised,500,0.7,,no_evaluation_at_this_n,4
w04r02,R1 B-v3,v0.2,completed_supervised,500,0.75,,no_evaluation_at_this_n,4
w04r02,R1 B-v3,v0.2,completed_supervised,500,0.8,,no_evaluation_at_this_n,4
w04r02,R1 B-v3,v0.2,completed_supervised,1319,0.7,3,hit,4
w04r02,R1 B-v3,v0.2,completed_supervised,1319,0.75,3,hit,4
w04r02,R1 B-v3,v0.2,completed_supervised,1319,0.8,,not_observed,4
w04r02,R1 B-v3,v0.2,completed_sft,150,0.7,1,hit,3
w04r02,R1 B-v3,v0.2,completed_sft,150,0.75,2,hit,3
w04r02,R1 B-v3,v0.2,completed_sft,150,0.8,,not_observed,3
w04r02,R1 B-v3,v0.2,completed_sft,500,0.7,,no_evaluation_at_this_n,3
w04r02,R1 B-v3,v0.2,completed_sft,500,0.75,,no_evaluation_at_this_n,3
w04r02,R1 B-v3,v0.2,completed_sft,500,0.8,,no_evaluation_at_this_n,3
w04r02,R1 B-v3,v0.2,completed_sft,1319,0.7,2,hit,3
w04r02,R1 B-v3,v0.2,completed_sft,1319,0.75,2,hit,3
w04r02,R1 B-v3,v0.2,completed_sft,1319,0.8,,not_observed,3
w04r03,R1 B-v3,v0.2,completed_supervised,150,0.7,1,hit,3
w04r03,R1 B-v3,v0.2,completed_supervised,150,0.75,1,hit,3
w04r03,R1 B-v3,v0.2,completed_supervised,150,0.8,1,hit,3
w04r03,R1 B-v3,v0.2,completed_supervised,500,0.7,2,hit,3
w04r03,R1 B-v3,v0.2,completed_supervised,500,0.75,2,hit,3
w04r03,R1 B-v3,v0.2,completed_supervised,500,0.8,2,hit,3
w04r03,R1 B-v3,v0.2,completed_supervised,1319,0.7,,no_evaluation_at_this_n,3
w04r03,R1 B-v3,v0.2,completed_supervised,1319,0.75,,no_evaluation_at_this_n,3
w04r03,R1 B-v3,v0.2,completed_supervised,1319,0.8,,no_evaluation_at_this_n,3
w04r03,R1 B-v3,v0.2,completed_sft,150,0.7,1,hit,2
w04r03,R1 B-v3,v0.2,completed_sft,150,0.75,1,hit,2
w04r03,R1 B-v3,v0.2,completed_sft,150,0.8,1,hit,2
w04r03,R1 B-v3,v0.2,completed_sft,500,0.7,1,hit,2
w04r03,R1 B-v3,v0.2,completed_sft,500,0.75,1,hit,2
w04r03,R1 B-v3,v0.2,completed_sft,500,0.8,1,hit,2
w04r03,R1 B-v3,v0.2,completed_sft,1319,0.7,,no_evaluation_at_this_n,2
w04r03,R1 B-v3,v0.2,completed_sft,1319,0.75,,no_evaluation_at_this_n,2
w04r03,R1 B-v3,v0.2,completed_sft,1319,0.8,,no_evaluation_at_this_n,2
w04r04,R1 B-v3,v0.2,completed_supervised,150,0.7,1,hit,3
w04r04,R1 B-v3,v0.2,completed_supervised,150,0.75,,not_observed,3
w04r04,R1 B-v3,v0.2,completed_supervised,150,0.8,,not_observed,3
w04r04,R1 B-v3,v0.2,completed_supervised,500,0.7,2,hit,3
w04r04,R1 B-v3,v0.2,completed_supervised,500,0.75,3,hit,3
w04r04,R1 B-v3,v0.2,completed_supervised,500,0.8,,not_observed,3
w04r04,R1 B-v3,v0.2,completed_supervised,1319,0.7,,no_evaluation_at_this_n,3
w04r04,R1 B-v3,v0.2,completed_supervised,1319,0.75,,no_evaluation_at_this_n,3
w04r04,R1 B-v3,v0.2,completed_supervised,1319,0.8,,no_evaluation_at_this_n,3
w04r04,R1 B-v3,v0.2,completed_sft,150,0.7,1,hit,1
w04r04,R1 B-v3,v0.2,completed_sft,150,0.75,,not_observed,1
w04r04,R1 B-v3,v0.2,completed_sft,150,0.8,,not_observed,1
w04r04,R1 B-v3,v0.2,completed_sft,500,0.7,1,hit,1
w04r04,R1 B-v3,v0.2,completed_sft,500,0.75,1,hit,1
w04r04,R1 B-v3,v0.2,completed_sft,500,0.8,,not_observed,1
w04r04,R1 B-v3,v0.2,completed_sft,1319,0.7,,no_evaluation_at_this_n,1
w04r04,R1 B-v3,v0.2,completed_sft,1319,0.75,,no_evaluation_at_this_n,1
w04r04,R1 B-v3,v0.2,completed_sft,1319,0.8,,no_evaluation_at_this_n,1
w04r05,R1 B-v3,v0.2,completed_supervised,150,0.7,1,hit,3
w04r05,R1 B-v3,v0.2,completed_supervised,150,0.75,,not_observed,3
w04r05,R1 B-v3,v0.2,completed_supervised,150,0.8,,not_observed,3
w04r05,R1 B-v3,v0.2,completed_supervised,500,0.7,2,hit,3
w04r05,R1 B-v3,v0.2,completed_supervised,500,0.75,,not_observed,3
w04r05,R1 B-v3,v0.2,completed_supervised,500,0.8,,not_observed,3
w04r05,R1 B-v3,v0.2,completed_supervised,1319,0.7,,no_evaluation_at_this_n,3
w04r05,R1 B-v3,v0.2,completed_supervised,1319,0.75,,no_evaluation_at_this_n,3
w04r05,R1 B-v3,v0.2,completed_supervised,1319,0.8,,no_evaluation_at_this_n,3
w04r05,R1 B-v3,v0.2,completed_sft,150,0.7,1,hit,1
w04r05,R1 B-v3,v0.2,completed_sft,150,0.75,,not_observed,1
w04r05,R1 B-v3,v0.2,completed_sft,150,0.8,,not_observed,1
w04r05,R1 B-v3,v0.2,completed_sft,500,0.7,1,hit,1
w04r05,R1 B-v3,v0.2,completed_sft,500,0.75,,not_observed,1
w04r05,R1 B-v3,v0.2,completed_sft,500,0.8,,not_observed,1
w04r05,R1 B-v3,v0.2,completed_sft,1319,0.7,,no_evaluation_at_this_n,1
w04r05,R1 B-v3,v0.2,completed_sft,1319,0.75,,no_evaluation_at_this_n,1
w04r05,R1 B-v3,v0.2,completed_sft,1319,0.8,,no_evaluation_at_this_n,1
w03r04,R1 C-v2,v0.2,completed_supervised,150,0.7,3,hit,3
w03r04,R1 C-v2,v0.2,completed_supervised,150,0.75,,not_observed,3
w03r04,R1 C-v2,v0.2,completed_supervised,150,0.8,,not_observed,3
w03r04,R1 C-v2,v0.2,completed_supervised,500,0.7,3,hit,3
w03r04,R1 C-v2,v0.2,completed_supervised,500,0.75,,not_observed,3
w03r04,R1 C-v2,v0.2,completed_supervised,500,0.8,,not_observed,3
w03r04,R1 C-v2,v0.2,completed_supervised,1319,0.7,,no_evaluation_at_this_n,3
w03r04,R1 C-v2,v0.2,completed_supervised,1319,0.75,,no_evaluation_at_this_n,3
w03r04,R1 C-v2,v0.2,completed_supervised,1319,0.8,,no_evaluation_at_this_n,3
w03r04,R1 C-v2,v0.2,completed_sft,150,0.7,2,hit,2
w03r04,R1 C-v2,v0.2,completed_sft,150,0.75,,not_observed,2
w03r04,R1 C-v2,v0.2,completed_sft,150,0.8,,not_observed,2
w03r04,R1 C-v2,v0.2,completed_sft,500,0.7,2,hit,2
w03r04,R1 C-v2,v0.2,completed_sft,500,0.75,,not_observed,2
w03r04,R1 C-v2,v0.2,completed_sft,500,0.8,,not_observed,2
w03r04,R1 C-v2,v0.2,completed_sft,1319,0.7,,no_evaluation_at_this_n,2
w03r04,R1 C-v2,v0.2,completed_sft,1319,0.75,,no_evaluation_at_this_n,2
w03r04,R1 C-v2,v0.2,completed_sft,1319,0.8,,no_evaluation_at_this_n,2
w01r01,R1 core,v0.2,completed_supervised,150,0.7,1,hit,4
w01r01,R1 core,v0.2,completed_supervised,150,0.75,,not_observed,4
w01r01,R1 core,v0.2,completed_supervised,150,0.8,,not_observed,4
w01r01,R1 core,v0.2,completed_supervised,500,0.7,,no_evaluation_at_this_n,4
w01r01,R1 core,v0.2,completed_supervised,500,0.75,,no_evaluation_at_this_n,4
w01r01,R1 core,v0.2,completed_supervised,500,0.8,,no_evaluation_at_this_n,4
w01r01,R1 core,v0.2,completed_supervised,1319,0.7,2,hit,4
w01r01,R1 core,v0.2,completed_supervised,1319,0.75,4,hit,4
w01r01,R1 core,v0.2,completed_supervised,1319,0.8,,not_observed,4
w01r01,R1 core,v0.2,completed_sft,150,0.7,1,hit,4
w01r01,R1 core,v0.2,completed_sft,150,0.75,,not_observed,4
w01r01,R1 core,v0.2,completed_sft,150,0.8,,not_observed,4
w01r01,R1 core,v0.2,completed_sft,500,0.7,,no_evaluation_at_this_n,4
w01r01,R1 core,v0.2,completed_sft,500,0.75,,no_evaluation_at_this_n,4
w01r01,R1 core,v0.2,completed_sft,500,0.8,,no_evaluation_at_this_n,4
w01r01,R1 core,v0.2,completed_sft,1319,0.7,2,hit,4
w01r01,R1 core,v0.2,completed_sft,1319,0.75,4,hit,4
w01r01,R1 core,v0.2,completed_sft,1319,0.8,,not_observed,4
w01r02,R1 core,v0.2,completed_supervised,150,0.7,1,hit,3
w01r02,R1 core,v0.2,completed_supervised,150,0.75,1,hit,3
w01r02,R1 core,v0.2,completed_supervised,150,0.8,,not_observed,3
w01r02,R1 core,v0.2,completed_supervised,500,0.7,,no_evaluation_at_this_n,3
w01r02,R1 core,v0.2,completed_supervised,500,0.75,,no_evaluation_at_this_n,3
w01r02,R1 core,v0.2,completed_supervised,500,0.8,,no_evaluation_at_this_n,3
w01r02,R1 core,v0.2,completed_supervised,1319,0.7,2,hit,3
w01r02,R1 core,v0.2,completed_supervised,1319,0.75,2,hit,3
w01r02,R1 core,v0.2,completed_supervised,1319,0.8,,not_observed,3
w01r02,R1 core,v0.2,completed_sft,150,0.7,1,hit,2
w01r02,R1 core,v0.2,completed_sft,150,0.75,1,hit,2
w01r02,R1 core,v0.2,completed_sft,150,0.8,,not_observed,2
w01r02,R1 core,v0.2,completed_sft,500,0.7,,no_evaluation_at_this_n,2
w01r02,R1 core,v0.2,completed_sft,500,0.75,,no_evaluation_at_this_n,2
w01r02,R1 core,v0.2,completed_sft,500,0.8,,no_evaluation_at_this_n,2
w01r02,R1 core,v0.2,completed_sft,1319,0.7,2,hit,2
w01r02,R1 core,v0.2,completed_sft,1319,0.75,2,hit,2
w01r02,R1 core,v0.2,completed_sft,1319,0.8,,not_observed,2
w01r03,R1 core,v0.2,completed_supervised,150,0.7,2,hit,4
w01r03,R1 core,v0.2,completed_supervised,150,0.75,3,hit,4
w01r03,R1 core,v0.2,completed_supervised,150,0.8,,not_observed,4
w01r03,R1 core,v0.2,completed_supervised,500,0.7,3,hit,4
w01r03,R1 core,v0.2,completed_supervised,500,0.75,,not_observed,4
w01r03,R1 core,v0.2,completed_supervised,500,0.8,,not_observed,4
w01r03,R1 core,v0.2,completed_supervised,1319,0.7,,no_evaluation_at_this_n,4
w01r03,R1 core,v0.2,completed_supervised,1319,0.75,,no_evaluation_at_this_n,4
w01r03,R1 core,v0.2,completed_supervised,1319,0.8,,no_evaluation_at_this_n,4
w01r03,R1 core,v0.2,completed_sft,150,0.7,2,hit,4
w01r03,R1 core,v0.2,completed_sft,150,0.75,3,hit,4
w01r03,R1 core,v0.2,completed_sft,150,0.8,,not_observed,4
w01r03,R1 core,v0.2,completed_sft,500,0.7,3,hit,4
w01r03,R1 core,v0.2,completed_sft,500,0.75,,not_observed,4
w01r03,R1 core,v0.2,completed_sft,500,0.8,,not_observed,4
w01r03,R1 core,v0.2,completed_sft,1319,0.7,,no_evaluation_at_this_n,4
w01r03,R1 core,v0.2,completed_sft,1319,0.75,,no_evaluation_at_this_n,4
w01r03,R1 core,v0.2,completed_sft,1319,0.8,,no_evaluation_at_this_n,4
w01r04,R1 core,v0.2,completed_supervised,150,0.7,1,hit,4
w01r04,R1 core,v0.2,completed_supervised,150,0.75,,not_observed,4
w01r04,R1 core,v0.2,completed_supervised,150,0.8,,not_observed,4
w01r04,R1 core,v0.2,completed_supervised,500,0.7,4,hit,4
w01r04,R1 core,v0.2,completed_supervised,500,0.75,4,hit,4
w01r04,R1 core,v0.2,completed_supervised,500,0.8,,not_observed,4
w01r04,R1 core,v0.2,completed_supervised,1319,0.7,,no_evaluation_at_this_n,4
w01r04,R1 core,v0.2,completed_supervised,1319,0.75,,no_evaluation_at_this_n,4
w01r04,R1 core,v0.2,completed_supervised,1319,0.8,,no_evaluation_at_this_n,4
w01r04,R1 core,v0.2,completed_sft,150,0.7,1,hit,2
w01r04,R1 core,v0.2,completed_sft,150,0.75,,not_observed,2
w01r04,R1 core,v0.2,completed_sft,150,0.8,,not_observed,2
w01r04,R1 core,v0.2,completed_sft,500,0.7,2,hit,2
w01r04,R1 core,v0.2,completed_sft,500,0.75,2,hit,2
w01r04,R1 core,v0.2,completed_sft,500,0.8,,not_observed,2
w01r04,R1 core,v0.2,completed_sft,1319,0.7,,no_evaluation_at_this_n,2
w01r04,R1 core,v0.2,completed_sft,1319,0.75,,no_evaluation_at_this_n,2
w01r04,R1 core,v0.2,completed_sft,1319,0.8,,no_evaluation_at_this_n,2
w01r05,R1 core,v0.2,completed_supervised,150,0.7,1,hit,4
w01r05,R1 core,v0.2,completed_supervised,150,0.75,2,hit,4
w01r05,R1 core,v0.2,completed_supervised,150,0.8,2,hit,4
w01r05,R1 core,v0.2,completed_supervised,500,0.7,3,hit,4
w01r05,R1 core,v0.2,completed_supervised,500,0.75,3,hit,4
w01r05,R1 core,v0.2,completed_supervised,500,0.8,,not_observed,4
w01r05,R1 core,v0.2,completed_supervised,1319,0.7,4,hit,4
w01r05,R1 core,v0.2,completed_supervised,1319,0.75,4,hit,4
w01r05,R1 core,v0.2,completed_supervised,1319,0.8,,not_observed,4
w01r05,R1 core,v0.2,completed_sft,150,0.7,1,hit,3
w01r05,R1 core,v0.2,completed_sft,150,0.75,2,hit,3
w01r05,R1 core,v0.2,completed_sft,150,0.8,2,hit,3
w01r05,R1 core,v0.2,completed_sft,500,0.7,3,hit,3
w01r05,R1 core,v0.2,completed_sft,500,0.75,3,hit,3
w01r05,R1 core,v0.2,completed_sft,500,0.8,,not_observed,3
w01r05,R1 core,v0.2,completed_sft,1319,0.7,3,hit,3
w01r05,R1 core,v0.2,completed_sft,1319,0.75,3,hit,3
w01r05,R1 core,v0.2,completed_sft,1319,0.8,,not_observed,3
w01r06,R1 core,v0.2,completed_supervised,150,0.7,1,hit,4
w01r06,R1 core,v0.2,completed_supervised,150,0.75,4,hit,4
w01r06,R1 core,v0.2,completed_supervised,150,0.8,,not_observed,4
w01r06,R1 core,v0.2,completed_supervised,500,0.7,,no_evaluation_at_this_n,4
w01r06,R1 core,v0.2,completed_supervised,500,0.75,,no_evaluation_at_this_n,4
w01r06,R1 core,v0.2,completed_supervised,500,0.8,,no_evaluation_at_this_n,4
w01r06,R1 core,v0.2,completed_supervised,1319,0.7,,no_evaluation_at_this_n,4
w01r06,R1 core,v0.2,completed_supervised,1319,0.75,,no_evaluation_at_this_n,4
w01r06,R1 core,v0.2,completed_supervised,1319,0.8,,no_evaluation_at_this_n,4
w01r06,R1 core,v0.2,completed_sft,150,0.7,1,hit,2
w01r06,R1 core,v0.2,completed_sft,150,0.75,2,hit,2
w01r06,R1 core,v0.2,completed_sft,150,0.8,,not_observed,2
w01r06,R1 core,v0.2,completed_sft,500,0.7,,no_evaluation_at_this_n,2
w01r06,R1 core,v0.2,completed_sft,500,0.75,,no_evaluation_at_this_n,2
w01r06,R1 core,v0.2,completed_sft,500,0.8,,no_evaluation_at_this_n,2
w01r06,R1 core,v0.2,completed_sft,1319,0.7,,no_evaluation_at_this_n,2
w01r06,R1 core,v0.2,completed_sft,1319,0.75,,no_evaluation_at_this_n,2
w01r06,R1 core,v0.2,completed_sft,1319,0.8,,no_evaluation_at_this_n,2
w01r07,R1 core,v0.2,completed_supervised,150,0.7,2,hit,5
w01r07,R1 core,v0.2,completed_supervised,150,0.75,,not_observed,5
w01r07,R1 core,v0.2,completed_supervised,150,0.8,,not_observed,5
w01r07,R1 core,v0.2,completed_supervised,500,0.7,3,hit,5
w01r07,R1 core,v0.2,completed_supervised,500,0.75,,not_observed,5
w01r07,R1 core,v0.2,completed_supervised,500,0.8,,not_observed,5
w01r07,R1 core,v0.2,completed_supervised,1319,0.7,4,hit,5
w01r07,R1 core,v0.2,completed_supervised,1319,0.75,,not_observed,5
w01r07,R1 core,v0.2,completed_supervised,1319,0.8,,not_observed,5
w01r07,R1 core,v0.2,completed_sft,150,0.7,2,hit,5
w01r07,R1 core,v0.2,completed_sft,150,0.75,,not_observed,5
